girlie	ks. sl.: yang memuat gambar-gambar wanita cantik. g. magazine majalah yang memuat gambar-gambar wanita.
girlish	ks. seperti anak perempuan, genit. she still had g. figure potongannya masih seperti gadis.
girth	kb. 1 ukuran lilitan. he has a tremendous g. ia gendut. 2 tali pelana.
gist	kb. intisari, pokok. g. of the story inti sari cerita.
give	kb. gaya-pegas. -kkt. (gave, given) 1 memberi. 2 memberikan. 3 menyumbang. 4 menyumbangkan. 5 membayar. 6 mengadakan. 7 mengucapkan (speech, talk). 8 menyajikan (a play). 9 mencurahkan. 10 menyampaikan. 11 memperlihatkan, memberikan. 12 mengorbankan.
giveaway	kb. inf.: 1 pembukaan rahasia tanpa sengaja.2 hadiah, pemberian.
given	lih give.
giver	kb. pemberi, penderma.
gizmo	kb. sl.: alat. useful g. alat yang berguna.
gizzard	kb. empedal unggas.
gk.	[greek] yang berhubungan dengan yunani.
glacial	ks. yang berhubungan dengan sungai es.
glacier	kb. sungai es, gletser.
glad	kb. inf.: = gladiolus. -ks. senang (hati), gembira. sl.: g. eye lirikan (mesra), permainan mata. inf.: glad-hand kb. salam yang ramah. sl.: g. rags pakaian yang paling bagus. -gladly kk. dengan senang hati, dengan gembira.
gladden	kkt. menggembirakan.
glade	kb. lapangan yang terluang ditengah-tengah tanah rimba.
gladiator	kb. seorang budak, tawanan atau orang upahan yang disuruh berkelahi dalam tontonan umum.
gladiolus	kb. (j. -li, -uses) gladiol.
gladness	kb. kesenangan hati, kegembiraan.
glamor	= glamour.
glamorize	kkt. mengagungkan.
